"source_company","target_company","Source_Industry","Target_Industry","Matching_Item","source_lat","source_long","source_industry","source_resource_needs","source_by_products","target_lat","target_long","target_industry","target_resource_needs","target_by_products"
"Praise Export Services Limited","Nkulenu Industries","Food","Food","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste"
"Praise Export Services Limited","Madam Gifty Palm Kennel Production","Food","Fat and Oil Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",6.11205,-0.242595,"Fat and Oil Processing","Palm fruit","Palm kennel cake | Palm kennel shell"
"Praise Export Services Limited","Ghana Specialty Fats Industry Limited","Food","Oil and Fat Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",5.68879,0.01272,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Praise Export Services Limited","Wilmar Africa Limited","Food","Oil and Fat Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",5.60377,-0.18695,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Praise Export Services Limited","Norpalm Ghana Limited","Food","Oil and Fat Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",4.92814,-1.89606,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Praise Export Services Limited","Benso Oil Palm Plantation Limited","Food","Oil and Fat Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",5.10795,-1.91433,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Praise Export Services Limited","Twifo Oil Palm Plantation Limited","Food","Oil and Fat Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",5.54784,-1.54776,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Praise Export Services Limited","Ghana Oil Palm Development Company","Food","Oil and Fat Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",6.09381,-0.83419,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Praise Export Services Limited","Juaben Oil Mills Limited","Food","Oil and Fat Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",6.81537,-1.41384,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Praise Export Services Limited","Ghana Nuts Company Limited","Food","Oil and Fat Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",7.53762,-1.9404,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Praise Export Services Limited","Fuji Oil Ghana Limited","Food","Oil and Fat Processing","Palm",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste",7.53785,-1.93896,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"TR Centre Limited","Buck Press Limited","Recycling","Paper and Paper Product","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps"
"TR Centre Limited","Fine Print Industries","Recycling","Paper and Paper Product","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.56033,-0.22358,"Paper and Paper Product","Paper","Waste paper | Paper off cuts"
"TR Centre Limited","Chanrai Brand Limited","Recycling","Fat and Oil Processing","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.64521,0.00758,"Fat and Oil Processing","Palm oil","Wastewater | Oil waste| Waste paper"
"TR Centre Limited","Nestle Ghana Limited","Recycling","Food","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.67414,-0.00408,"Food",NA,"Waste paper | Paper off cuts"
"TR Centre Limited","Fan Milk Limited","Recycling","Food","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.68153,-0.01185,"Food",NA,"Waste paper | Paper off cuts"
"TR Centre Limited","Usibras Ghana Limited","Recycling","Food","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.7408,0.09503,"Food",NA,"Waste paper | Paper off cuts | Cashew nut shell"
"TR Centre Limited","Healthilife Beverages Limited","Recycling","Food","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.6518,-0.09413,"Food",NA,"Waste paper | Paper off cuts"
"TR Centre Limited","Promasidor Ghana Limited","Recycling","Food","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.58663,-0.22673,"Food",NA,"Waste paper | Paper off cuts"
"TR Centre Limited","Obapack Limited","Recycling","Food","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",7.61418,-1.9245,"Food",NA,"Waste paper | Paper off cuts | Food waste"
"TR Centre Limited","Premium Foods Company Limited","Recycling","Food","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.66827,0.00683,"Food",NA,"Waste paper | Paper off cuts"
"TR Centre Limited","Polykraft Ghana Limited","Recycling","Paper and Paper Products","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.66675,-0.00277,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"TR Centre Limited","Sonapack Ghana Limited","Recycling","Paper and Paper Products","Waste",5.80733,0.15617,"Recycling","Waste tyre","Carbon black",5.66136,0.01083,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"Nkulenu Industries","Praise Export Services Limited","Food","Food","Palm, chaff, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste"
"Nkulenu Industries","Buck Press Limited","Food","Paper and Paper Product","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps"
"Nkulenu Industries","Blowchem Industries","Food","Alcoholic and Non Alcoholic Beverages","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.73477,0.03033,"Alcoholic and Non Alcoholic Beverages","Water","Plastic bottles | Wastewater"
"Nkulenu Industries","Fine Print Industries","Food","Paper and Paper Product","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.56033,-0.22358,"Paper and Paper Product","Paper","Waste paper | Paper off cuts"
"Nkulenu Industries","Aluworks Limited","Food","Metal Fabrication","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.67491,0.02697,"Metal Fabrication","Aluminium scraps","Slag | Crude oil"
"Nkulenu Industries","Chanrai Brand Limited","Food","Fat and Oil Processing","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.64521,0.00758,"Fat and Oil Processing","Palm oil","Wastewater | Oil waste| Waste paper"
"Nkulenu Industries","Madam Gifty Palm Kennel Production","Food","Fat and Oil Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",6.11205,-0.242595,"Fat and Oil Processing","Palm fruit","Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Saw Mill Company","Food","Wood Processing","|, Wood",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.54828,-0.349003,"Wood Processing","Logs","Wood shavings | Saw dust"
"Nkulenu Industries","Crocodile Machete (Ghana Limited)","Food","Metal Fabrication","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.66526,0.00166,"Metal Fabrication","Steel scraps| Aluminium scraps","Aluminium scraps | Steel scraps"
"Nkulenu Industries","Alutrade","Food","Metal Fabrication","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.56148,-0.22338,"Metal Fabrication","Metal","Glass | Aluminium scraps"
"Nkulenu Industries","Logs & Lumber Limited","Food","Wood Processing","|, Wood",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",6.67351,-1.60885,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Nkulenu Industries","Sokoban Wood Village","Food","Wood Processing","|, Wood",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",6.62251,-1.60569,"Wood Processing","Logs","Wood shavings | Saw dust"
"Nkulenu Industries","Rider Steel Ghana Limited","Food","Metal Smelting","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Nkulenu Industries","Tema Steel Company Limited","Food","Metal Smelting","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Nkulenu Industries","Fabrimetal Ghana Limited","Food","Metal Smelting","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Nkulenu Industries","Sentuo Steel Company Limited","Food","Metal Smelting","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.66999,0.01579,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Nkulenu Industries","Volta Aluminium Company Limited","Food","Metal Smelting","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.66911,0.02079,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Nkulenu Industries","Star Steel","Food","Metal Smelting","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.74501,0.09276,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Nkulenu Industries","Samartex Timber and Plywood Company Limited","Food","Wood Processing","|, Wood",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.61072,-2.56668,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Nkulenu Industries","John Bittar Company Limited","Food","Wood Processing","|, Wood",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",6.22339,-2.48049,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Nkulenu Industries","Specialised Timber Limited","Food","Wood Processing","|, Wood",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",6.64503,-1.60943,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Nkulenu Industries","Cargill Ghana Limited","Food","Cocoa Processing","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.68952,0.01021,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Nkulenu Industries","Niche Cocoa Processing","Food","Cocoa Processing","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.69065,0.02184,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Nkulenu Industries","Cocoa Processing Company Limited","Food","Cocoa Processing","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.65764,0.00339,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Nkulenu Industries","Afrotropic Cocoa Processing Company Limited","Food","Cocoa Processing","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.64805,-0.09828,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Nkulenu Industries","Olam Cocoa Ghana Limited","Food","Cocoa Processing","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",6.38729,-2.62542,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Nkulenu Industries","Plot Enterprise Ghana Limited","Food","Cocoa Processing","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",4.98251,-1.72278,"Cocoa Processing",NA,"Residual cocoa solids | Cocoa shell"
"Nkulenu Industries","Nestle Ghana Limited","Food","Food","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.67414,-0.00408,"Food",NA,"Waste paper | Paper off cuts"
"Nkulenu Industries","Fan Milk Limited","Food","Food","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.68153,-0.01185,"Food",NA,"Waste paper | Paper off cuts"
"Nkulenu Industries","Usibras Ghana Limited","Food","Food","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.7408,0.09503,"Food",NA,"Waste paper | Paper off cuts | Cashew nut shell"
"Nkulenu Industries","Healthilife Beverages Limited","Food","Food","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.6518,-0.09413,"Food",NA,"Waste paper | Paper off cuts"
"Nkulenu Industries","Promasidor Ghana Limited","Food","Food","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.58663,-0.22673,"Food",NA,"Waste paper | Paper off cuts"
"Nkulenu Industries","Obapack Limited","Food","Food","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",7.61418,-1.9245,"Food",NA,"Waste paper | Paper off cuts | Food waste"
"Nkulenu Industries","Premium Foods Company Limited","Food","Food","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.66827,0.00683,"Food",NA,"Waste paper | Paper off cuts"
"Nkulenu Industries","Ghana Specialty Fats Industry Limited","Food","Oil and Fat Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.68879,0.01272,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Wilmar Africa Limited","Food","Oil and Fat Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.60377,-0.18695,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Norpalm Ghana Limited","Food","Oil and Fat Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",4.92814,-1.89606,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Benso Oil Palm Plantation Limited","Food","Oil and Fat Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.10795,-1.91433,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Twifo Oil Palm Plantation Limited","Food","Oil and Fat Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.54784,-1.54776,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Ghana Oil Palm Development Company","Food","Oil and Fat Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",6.09381,-0.83419,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Juaben Oil Mills Limited","Food","Oil and Fat Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",6.81537,-1.41384,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Ghana Nuts Company Limited","Food","Oil and Fat Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",7.53762,-1.9404,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Fuji Oil Ghana Limited","Food","Oil and Fat Processing","Palm, |",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",7.53785,-1.93896,"Oil and Fat Processing","Palm kennel shell","Oil waste | Palm kennel cake | Palm kennel shell"
"Nkulenu Industries","Polykraft Ghana Limited","Food","Paper and Paper Products","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.66675,-0.00277,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"Nkulenu Industries","Sonapack Ghana Limited","Food","Paper and Paper Products","|",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste",5.66136,0.01083,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"Buck Press Limited","Fine Print Industries","Paper and Paper Product","Paper and Paper Product","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",5.56033,-0.22358,"Paper and Paper Product","Paper","Waste paper | Paper off cuts"
"Buck Press Limited","Nestle Ghana Limited","Paper and Paper Product","Food","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",5.67414,-0.00408,"Food",NA,"Waste paper | Paper off cuts"
"Buck Press Limited","Fan Milk Limited","Paper and Paper Product","Food","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",5.68153,-0.01185,"Food",NA,"Waste paper | Paper off cuts"
"Buck Press Limited","Usibras Ghana Limited","Paper and Paper Product","Food","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",5.7408,0.09503,"Food",NA,"Waste paper | Paper off cuts | Cashew nut shell"
"Buck Press Limited","Healthilife Beverages Limited","Paper and Paper Product","Food","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",5.6518,-0.09413,"Food",NA,"Waste paper | Paper off cuts"
"Buck Press Limited","Promasidor Ghana Limited","Paper and Paper Product","Food","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",5.58663,-0.22673,"Food",NA,"Waste paper | Paper off cuts"
"Buck Press Limited","Obapack Limited","Paper and Paper Product","Food","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",7.61418,-1.9245,"Food",NA,"Waste paper | Paper off cuts | Food waste"
"Buck Press Limited","Premium Foods Company Limited","Paper and Paper Product","Food","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",5.66827,0.00683,"Food",NA,"Waste paper | Paper off cuts"
"Buck Press Limited","Polykraft Ghana Limited","Paper and Paper Product","Paper and Paper Products","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",5.66675,-0.00277,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"Buck Press Limited","Sonapack Ghana Limited","Paper and Paper Product","Paper and Paper Products","Paper",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps",5.66136,0.01083,"Paper and Paper Products","Paper","Waste paper | Paper off cuts"
"Blowplast Recycling","Praise Export Services Limited","Recycling","Food","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.71231,-0.2728,"Food","Palm fruits","Palm fruit chaff | Boiler ash | Palm kennel | Oil waste | Food waste"
"Blowplast Recycling","Nkulenu Industries","Recycling","Food","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.68014,-0.17033,"Food","Palm chaff | Wood shaving","Palm fruit chaff | Boiler ash | Palm kennel |Oil waste"
"Blowplast Recycling","Buck Press Limited","Recycling","Paper and Paper Product","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.65202,-0.25736,"Paper and Paper Product","Paper","Waste paper | Paper off cuts | Aluminium scraps"
"Blowplast Recycling","Blowchem Industries","Recycling","Alcoholic and Non Alcoholic Beverages","Wastewater, |, Plastic, bottles",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.73477,0.03033,"Alcoholic and Non Alcoholic Beverages","Water","Plastic bottles | Wastewater"
"Blowplast Recycling","AVS Industries Limited","Recycling","Plastic","Plastic",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.70441,0.01519,"Plastic","Plastic pellets","Plastic Film"
"Blowplast Recycling","JIAN Industries Limited","Recycling","Plastic","Plastic",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.64068,-0.23568,"Plastic","Plastic pellets","Plastic Film"
"Blowplast Recycling","Fine Print Industries","Recycling","Paper and Paper Product","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.56033,-0.22358,"Paper and Paper Product","Paper","Waste paper | Paper off cuts"
"Blowplast Recycling","Aluworks Limited","Recycling","Metal Fabrication","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.67491,0.02697,"Metal Fabrication","Aluminium scraps","Slag | Crude oil"
"Blowplast Recycling","Chanrai Brand Limited","Recycling","Fat and Oil Processing","Wastewater, |",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.64521,0.00758,"Fat and Oil Processing","Palm oil","Wastewater | Oil waste| Waste paper"
"Blowplast Recycling","Madam Gifty Palm Kennel Production","Recycling","Fat and Oil Processing","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",6.11205,-0.242595,"Fat and Oil Processing","Palm fruit","Palm kennel cake | Palm kennel shell"
"Blowplast Recycling","Saw Mill Company","Recycling","Wood Processing","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.54828,-0.349003,"Wood Processing","Logs","Wood shavings | Saw dust"
"Blowplast Recycling","Crocodile Machete (Ghana Limited)","Recycling","Metal Fabrication","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.66526,0.00166,"Metal Fabrication","Steel scraps| Aluminium scraps","Aluminium scraps | Steel scraps"
"Blowplast Recycling","Alutrade","Recycling","Metal Fabrication","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.56148,-0.22338,"Metal Fabrication","Metal","Glass | Aluminium scraps"
"Blowplast Recycling","Logs & Lumber Limited","Recycling","Wood Processing","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",6.67351,-1.60885,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Blowplast Recycling","Sokoban Wood Village","Recycling","Wood Processing","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",6.62251,-1.60569,"Wood Processing","Logs","Wood shavings | Saw dust"
"Blowplast Recycling","Rider Steel Ghana Limited","Recycling","Metal Smelting","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.70128,0.02168,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Blowplast Recycling","Tema Steel Company Limited","Recycling","Metal Smelting","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.69131,-0.00173,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Blowplast Recycling","Fabrimetal Ghana Limited","Recycling","Metal Smelting","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.82202,0.19705,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Blowplast Recycling","Sentuo Steel Company Limited","Recycling","Metal Smelting","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.66999,0.01579,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Blowplast Recycling","Volta Aluminium Company Limited","Recycling","Metal Smelting","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.66911,0.02079,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Blowplast Recycling","Star Steel","Recycling","Metal Smelting","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.74501,0.09276,"Metal Smelting","Aluminium scraps | Steel scraps | Aluminium foil","Slag | Coke gas | Blast furnace gas | Converter gas"
"Blowplast Recycling","Samartex Timber and Plywood Company Limited","Recycling","Wood Processing","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",5.61072,-2.56668,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Blowplast Recycling","John Bittar Company Limited","Recycling","Wood Processing","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",6.22339,-2.48049,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
"Blowplast Recycling","Specialised Timber Limited","Recycling","Wood Processing","|",5.71941,0.01611,"Recycling","Wastewater | Plastic bottles","Plastic pellets",6.64503,-1.60943,"Wood Processing",NA,"Wood shavings | Saw dust | Logs"
